CLASS_ID	CLASS_CD	CLASS_COMMENT	SYSTEM_TYPE
86	MERGE_FLG	名寄せ有無	base
87	MESSAGE_TYPE	属性	base
88	MIXED_FLG	混載フラグ	base
89	MOVE_INST_STATUS	在庫移動指示ステータス	base
90	MULTI_PIC_CLS	マルチピック計算区分	base
91	MULTI_PIC_FLG	マルチピック計算フラグ	base
92	NECESSARY	必須	base
93	NOT_COMPLETED_FLG	未完了のみ表示	base
94	NO_ALLC_DISPLAY_FLG	未出庫全件表示区分	base
95	NO_CONFIRMED_FLG	未確定のみ表示	base
96	NO_STOCK_CLS	下積み厳禁区分	base
97	NO_STOCK_OUT_FLG	欠品無のみ表示	base
98	NO_UPSIDE_DOWN_CLS	逆さま厳禁区分	base
99	ONETIME_FLG	ワンタイムフラグ	base
100	OVER_STORE_NUM_FLG	HT/SD過入荷可フラグ	base
101	PACKING_CAL_CLS	梱包計算処理区分	base
102	PACKING_PROCESS_CLS	梱包方法	base
103	PACKING_SHOW_FLG	個数口表示フラグ	base
104	PACKING_STATUS	梱包ステータス	base
105	PASSWORD_RESET	パスワードリセット	base
106	PAST_STORE_DT_FLG	HT/SD過去日入力可フラグ	base
107	PHYSICAL_DELETE	削除	base
108	PICKING_FLG	出庫フラグ	base
109	PICKING_LOCATION_FLG	ピックロケフラグ	base
110	PICKING_STATUS	出庫ステータス	base
111	PIC_CLS	ピッキング方法	base
112	PIC_MTHD_RCMD_BREAK_KEY	最適ピック提案ブレイクキー	base
113	PIC_MTHD_RCMD_FLG	最適ピック提案フラグ	base
114	PIC_MTHD_RCMD_LIST_OUT	最適ピックリスト出力フラグ	base
115	POST_TYPE	郵便種別	base
116	PRINTED_FLG	再印刷有無	base
117	PRINT_DATA_TYPE	印刷データタイプ	base
118	PRINT_ERROR_FLG	エラーのみ	base
119	PRINT_QUEUE_STATUS	印刷キューステータス	base
120	PRINT_RESULT_CLASS	印刷結果区分	base
121	PRINT_SERVICE_STATUS	印刷サービスステータス	base
122	PRINT_STATUS	印刷ステータス	base
123	PRIORITY_FLG	優先フラグ	base
124	PRODUCT_LABEL_JAN_BARCODE	商品ラベルソースCDバーコード種別	base
125	PRODUCT_LABEL_OUT_UNIT	商品ラベル出力単位	base
126	PRODUCT_LABEL_PROD_BARCODE	商品ラベル商品CDバーコード種別	base
127	PRODUCT_PART_PACKING	商品毎別梱包	base
128	PRODUCT_TYPE_CODE	商品種別コード	base
129	QTY_0_DISPLAY	0非表示	base
130	REASON_TYPE	変更理由	base
131	RECEIVE_DELIVERY_STATUS	入荷納品ステータス	base
132	RECEIVE_FLG	入荷フラグ	base
133	RECEIVE_STATUS	入荷ステータス	base
134	REPLENISH_ALLOC_CLS	補充ロケ割付区分	base
135	REPLENISH_PRODUCT_CD_UNSET	補充商品CD未設定	base
136	REPLENISH_SEARCH_CLS	補充点検索区分	base
137	REPLENISH_UNIT_CLS	補充単位区分	base
138	REPORT_LAYOUT_ITEM_TYPE	項目型	base
139	RESTOCK_TYPE	補充種別	base
140	RESULT_AFTER_PRODUCT_LABEL	実績入力後入庫/商品ラベル出力	base
141	RESULT_AFTER_PRODUCT_TARGET	実績入力後入庫/商品ラベル出力対象	base
142	REVERSE_VALID_FLG	期限日出荷制限フラグ	base
143	ROLE_CONTROL_CLASS	権限制御区分	base
144	SELECT	選択	base
145	SELECT_PRINT_SERVICE_STATUS	印刷サービスステータス	base
146	SERIAL_OPERATION_TYPE	処理区分	base
147	SETTLEMENT_TYPE	決済種別	base
148	SGL_ROW_INSP_AFTER_OUT_CLS	単行出荷検品荷札/納品明細出力区分	base
149	SGL_ROW_PIC_FLG	単行ピックフラグ	base
150	SHEET_COLLATE	部単位印刷要否	base
151	SHIPPING_FLG	出荷フラグ	base
152	SHIPPING_STATUS	出荷ステータス	base
153	SHIPPING_STOP_FLG	出荷停止フラグ	base
154	SHORT_STOCK_DISPLAY	欠品表示区分	base
155	SHP_CHECK_CLS	出荷検品区分	base
156	SHP_CHECK_DISPLAY	未検品表示区分	base
157	SLIP_TYPE	送り状種別	base
158	SOUND_PLAY_FLG	操作音再生フラグ	base
159	STOCK_ADJUST_FLG	在庫調整フラグ	base
160	STOCK_DISPLAY_FLD	在庫表示内容	base
161	STOCK_EXIST_ONLY_FLG	在庫有のみフラグ	base
162	STOCK_MOVE_FLG	在庫調整フラグ	base
163	STOCK_NUM_0_DISPLAY	在庫数 0非表示	base
164	STOCK_OUT_ALLOC_CLS	欠品時引当区分	base
165	STOCK_OUT_AUTO_INST_FLG	欠品時自動出庫指示フラグ	base
166	STOCK_OUT_FLG	欠品フラグ	base
167	STOCK_OUT_INST_CXL_FLG	欠品時出庫指示取消フラグ	base
168	STOCK_OUT_INST_SPLIT_FLG	欠品時出荷指示分離フラグ	base
169	STOCK_QTY_DISPLAY	在庫数表示	base
170	STOCK_TAKING_INPUT	棚卸データ有	base
171	STOCK_TARGET	在庫対象	base
172	STORE_DT_FLG	入庫日管理フラグ	base
173	STORE_FLG	格納フラグ	base
174	STORE_NO_DIVIDE_DISPLAY	入庫No.分割表示	base
175	STORE_NO_FLG	入庫No.管理フラグ	base
176	STORE_NO_MERGE_FLG	入庫No.マージフラグ	base
177	SYSTEM_LOG_STATUS	システムログステータス	base
178	SYSTEM_LOG_TYPE	システムログ種別	base
179	SYSTEM_TYPE	システム種別	base
180	TAG_DELIVERY_OUT_FLG	荷札納品書在中出力フラグ	base
181	TAKING_SHIPPING_DT_FLG	作業日/出荷日/納品日区分	base
182	TAKING_SHIPPING_FLG	作業日/出荷日区分	base
183	TARGET_WINDOW	ターゲットウインドウ	base
184	TEXT_ALIGN	表示位置	base
185	TOTAL_PIC_FLG	トータルピックフラグ	base
186	TRACKING_NUMBERING_UNIT	追跡番号採番単位	base
187	TRANSIT_DISPLAY	積送中在庫のみ表示	base
188	UNMATCH	アンマッチ有	base
189	UPDATABLE	更新可否	base
190	UPD_CD	修正コード	base
191	UPD_TYPE	更新区分	base
192	UPLOAD_TABLE_NM	アップロードテーブル名	base
193	USER_EDITABLE	ユーザ編集可否	base
194	USE_HT_SHIP_FLG	HT/SDケースピック使用フラグ	base
195	VENDOR_FLG	仕入先フラグ	base
196	VISIBLE	表示可否	base
197	WORK_FLG	処理済フラグ	base
198	WORK_MESSAGE_FLG	作業メッセージ有無	base
199	YAMATO_DELIV_TZ	ヤマト配達時間帯	base
200	YUPACK_DELIV_TZ	ゆうパック配達時間帯	base
201	ZIP_FLG	郵便番号フラグ	base
202	ATTENDANCE_LEAVING_REST	出退勤・休憩	wms
203	BOL_OUTPUT_TARGET_FLG	Bill of Lading出力対象フラグ	wms
204	BOL_OUT_FLG	Bill of Lading出力フラグ	wms
205	CALL_BEFORE_DELIVERY_FLG	Call Before Delivery フラグCD	wms
206	CASE_PICK_FLG	ケースピッキング対象	wms
207	CASE_PIC_TARGET	ケースピッキング対象	wms
208	CES_INTEGRATION_FLG	CES連携フラグ	wms
209	COD_FLG	Collect On Delivery フラグCD	wms
210	DECIMAL_EXIST_FLG	小数有無フラグ	wms
211	DECIMAL_PRODUCT_PACKING	小数管理商品梱包単位	wms
212	DO_NOT_STACK_STACK_FLG	Do Not Stack Pallets フラグCD	wms
213	EM_REPLENISH_SHAPE_FLG	緊急補充ゾーン補充荷姿	wms
214	FOOG_FLG	Food フラグCD	wms
215	FREEZABLE_PROTECTION_FLG	Freezable Protection フラグCD	wms
216	FREIGHT_CLS	Freight Class	wms
217	GUARANTEED_PLUS_FLG	Guaranteed Plus フラグCD	wms
218	INSIDE_DELIVERY_COLLECT_FLG	Inside Delivery フラグCD (Collect)	wms
219	INSIDE_DELIVERY_PREPAID_FLG	Inside Delivery フラグCD (Prepaid)	wms
220	INSIDE_PICKUP_COLLECT_FLG	Inside Pickup フラグCD (Collect)	wms
221	INSIDE_PICKUP_PREPAID_FLG	Inside Pickup フラグCD (Prepaid)	wms
222	INSPECTION_LABEL_OUT_FLG	検品ラベル出力	wms
223	LIFTGATE_DELIVERY_COLLECT_FLG	Liftgate at delivery フラグCD (Collect)	wms
224	LIFTGATE_DELIVERY_PREPAID_FLG	Liftgate at delivery フラグCD (Prepaid)	wms
225	LIFTGATE_PICKUP_COLLECT_FLG	Liftgate at pickup フラグCD (Collect)	wms
226	LIFTGATE_PICKUP_PREPAID_FLG	Liftgate at pickup フラグCD (Prepaid)	wms
227	LIMITED_ACCESS_DELIVERY_FLG	Limited Access Delivery フラグCD	wms
228	LIMITED_ACCESS_PICKUP_FLG	Limited Access Pickup フラグCD	wms
229	OVER_SIZED_FLG	Over-Sized/Extreme Length フラグCD	wms
230	PACKING_SLIP_AUTO_OUTPUT_FLG	納品明細書自動発行フラグ	wms
231	PAYMENT_TERM	Payment Term	wms
232	PICKING_TYPE	ピッキング種別	wms
233	POISON_FLG	Poison フラグCD	wms
234	RCMD_PICKING_CLS	提案ピッキング方法	wms
235	RESIDENTIAL_DELIVERY_FLG	Residential Delivery フラグCD	wms
236	RESIDENTIAL_PICKUP_FLG	Residential Pickup フラグCD	wms
237	SAT_DELIVERY_FLG	Saturday Delivery フラグCD	wms
238	SGL_ROW_PIC_TARGET	単行ピッキング対象	wms
239	SIGNATURE_RELEASE_FLG	Signature ReleaseフラグCD	wms
240	SIGNATURE_REQUIRED_FLG	Signature Required フラグCD	wms
241	UPLOAD_ZIP_TYPE	郵便番号種別	wms
242	WORK_LOG_OUT_FLG	作業実績出力フラグ	wms
243	WORK_STATUS	作業ステータス	wms
244	ADJUSTSTATUS	滅却ステータス	tsn
245	COMPANYGROUP	組織区分	tsn
246	LOC_GROUP	ロケーショングループ	tsn
247	WORKTYPE	作業区分	tsn
248	CAPITEMFLG	CAP銘柄区分	tsn
249	PALLETESTS	パレットはり紙ステータス	tsn
250	USID	銘柄マスタ使用区分1	tsn
251	ITEMUSEDFLG	銘柄マスタ使用区分2	tsn
252	SYMBOLSTS	段ボールステータス	tsn
253	SOLISTKBN	保税出庫関連リスト帳票区分	tsn
254	PALLETADDFLG	パレットはり紙作成区分	tsn
255	PRODUCTDIV	製品区分	tsn
256	SOROUTEDIV	出庫経路区分	tsn
257	REQUESTTYPE	依頼種別	tsn
258	EXAMSTS	検査ステータス	tsn
259	ORDERNOADDCD	受注番号付加コード	tsn
260	TRACETYPE	追跡区分	tsn
261	WAREHOUSEID	倉庫識別	tsn
262	MARKETTYPE	市場区分	tsn
263	RESERVATIONFLG	保留フラグ	tsn
264	PACKINGTYPE	製品包装形態	tsn
265	PRODUCTMARKPTN	製造記号パターン（国産）	tsn
266	PRODUCTMARKPTNBATJ	製造記号パターン（BATJ）	tsn
267	PRODUCTMARKMONTH	製造記号月コード	tsn
268	LIMITDATEMONTH	賞味期限月数	tsn
269	ALCLIMITDATEMONTH	引当可能賞味期限残月数	tsn
270	LABELLAYOUTMASTER	ラベルレイアウトマスタ	tsn
271	TRAFFICPATTERN	輸送形態	tsn
272	CGRID	たばこ区分	tsn
273	REPORTNAME	帳票名	tsn
274	JYOKENFLG	条件フラグ	tsn
275	IMSHIPTOCODE	移行用お得意様コード	tsn
276	FILEINFO	ファイル関連情報	tsn
277	SHIPTOCDCHG	出庫先変換マスタ	tsn
278	TDWMSCD	流通センターマスタ	tsn
279	INOUTDATATYPE	受払データタイプ	tsn
280	INVMOVETERM	荷動き在庫調査対象期間	tsn
281	SYMBOLSENDHULFTMASTER	シンボル貼付システム送信用HULFTマスタ	tsn
282	LOGFLAG	ログ出力フラグ	tsn
283	ASSORTMENTSTS	詰合せ状態	tsn
284	ASSORTMENTFLG	詰合せフラグ	tsn
285	ASTSTSFORSEARCH	検索用詰合せ状態	tsn
286	FIRSTEXAMSENDFLG	１次検査開始送信フラグ	tsn
287	MOSSENDFLG	MOS送信フラグ	tsn
288	CASECREATETYPE	ケース作成区分	tsn
289	MOSJTSENDFLG	MOS国産送信フラグ	tsn
290	BATKEEPWAREHOUSECD	ＢＡＴ搬入依頼保管場所コード	tsn
291	BATWAREHOUSECD	ＢＡＴ搬入依頼拠点コード	tsn
292	DATAMAKEFLG	データ作成フラグ	tsn
293	RCVRESULTQTYTYPE	搬入実績データ数量単位	tsn
294	QUALITYEXAMFLG	品質検査実施フラグ	tsn
295	MAKERCASECODEFIXEDVALUE	メーカーケースコード固定項目	tsn
296	PRODUCTMARKJTTAXFREE	製造記号（国免）	tsn
297	PRINTERDEF_S011	引当不能リスト（記入用）帳票出力定義	tsn
298	PRINTERDEF_S012	引当不能リスト（実績用）帳票出力定義	tsn
299	PRINTERDEF_N002	パレットはり紙帳票出力定義（ＨＴ）	tsn
300	PRINTERDEF_Z005	分割はい替パレットはり紙帳票出力定義（ＨＴ）	tsn
301	SORTSTOCKKBN	仕分補充区分	tsn
302	TRACETYPEDT	追跡区分詳細	tsn
303	RACKLABELPRFLG	ラック間製品移動確認リスト印刷区分	tsn
304	PRINTERDEF_S0031	山出しリスト（製品移動：仕分場）帳票出力定義（ＨＴ）	tsn
305	PRINTERDEF_S0032	山出しリスト（製品移動：引取場）帳票出力定義（ＨＴ）	tsn
306	PRINTERDEF_S0033	山出しリスト（製品移動：融通）帳票出力定義（ＨＴ）	tsn
307	PRINTERDEF_S0034	山出しリスト（製品移動：その他）帳票出力定義（ＨＴ）	tsn
308	UNKNOWNCASELIMIT	不明ケース判定	tsn
309	SORTINVKBN	仕分場在庫区分	tsn
310	CLOUDCASENUM	前後ケース数	tsn
311	PULLTYPE	出荷区分	tsn
312	STORAGELOC	保管場所	tsn
313	PALLETTRACETYPE	パレット追跡区分	tsn
314	DATASENDTYPE	送信管理区分	tsn
315	TRACECREATESTS	追跡情報作成状態	tsn
316	SORTINVTIMING	棚卸契機	tsn
317	CASESUPPLYTYPE	ケース補充先	tsn
318	IMPORTUMU	輸入在庫調査有無	tsn
319	TRACESHIFTFLG	はり紙検品スキャン可否フラグ	tsn
320	SHTYPECD	輸送形態コード	tsn
321	ALLOCPOLICY	輸入元コード	tsn
322	RTNCOMPANYNAME	返送先拠点コード	tsn
323	OPENDIFF	開差有無	tsn
324	ITEMCDLOOKUP_AVAILABLEFLG	在庫有無	tsn
325	FLEXPICKPRFLG	融通山出しリスト印刷区分	tsn
326	WORKMASTER_EXP	作業実績拡張マスタ	tsn
327	TASKTYPE	作業実績区分	tsn
328	TASKTYPEDETAIL	作業実績区分詳細	tsn
329	YZTRACESHIFTFLG	融通山出しスキャン可否フラグ	tsn
330	WORKERCDSEARCHTYPE	社員コード検索区分	tsn
331	PRINTERDEF_Z004	仕分場在庫調査製造年月日調査逆転リスト（仕分場）帳票出力定義（ＨＴ）	tsn
332	PRINTERDEF_Z008	引取場在庫調査製造年月日調査逆転リスト（引取場）帳票出力定義（ＨＴ）	tsn
333	PICKDISTNAME	山出し先名称	tsn
334	TRACESWITCHFLG	製品追跡移行フラグ	tsn
335	LBLKBN	ラベル区分	tsn
336	ASSORTKBN	詰合せ区分	tsn
337	DMYCASECD	ダミーケースコード	tsn
338	BADITEMDELKBN	不適品ラベル削除区分	tsn
339	SELECTLIMIT	最大検索件数	tsn
340	PRINTERDEF_W001	逆転補充リスト（うしろ補充）帳票出力定義（ＨＴ）	tsn
341	PRINTERDEF_W002	逆転補充リスト（まえ補充）帳票出力定義（ＨＴ）	tsn
342	SETTLEMENTINVMONTH	決算たな卸月	tsn
343	FLEXINSTRUCTSTS	融通指示登録ステータス	tsn
344	COMPULSIONFLG	強制作成フラグ	tsn
345	DISPLAYMONTH	月表示	tsn
346	SUFFERUSAGESEARCHFLG	り災品取扱区分（検索用）	tsn
347	FLTSTDINV	平置場基準在庫マスタ初期値	tsn
348	CS3SWITCHFLG	販物Ⅲ移行フラグ	tsn
349	INADEQUACYAREA	過不足発生場所（不適品画面表示用）	tsn
350	TRANSMITFLG	送信フラグ	tsn
351	FLALTERFLG	融通指示変更フラグ	tsn
352	INVSTS	在庫照会処理ステータス	tsn
353	CONCURRENTBASE	同時実行ベース名	tsn
354	CONCURRENTNAME	同時実行名	tsn
355	CASESHIPSTATUS	ケース単位出荷ステータス	tsn
356	NGPITEMCD	NGP製品銘柄コード	tsn
357	FZLOCCD	在庫凍結ロケーション	tsn
358	WHSORTINVKBN	拠点別仕分場在庫区分	tsn
359	SYNCREPORTFORM	同期印刷帳票コード	tsn
360	SORTWAREHOUSECD	仕分場在庫調査対象外拠点コード	tsn
361	HOZEIWAREHOUSECD	保税拠点コード	tsn
362	PRINTERDEF_H002	返品検品帳票出力定義（ＴＰＣ）	tsn
363	REPORTFORMNAME	帳票フォーム表示名称	tsn
364	TASKNAME	業務名称	tsn
365	WHINVKBN	情報元区分	tsn
366	PROCFLG	拠点別在庫照会明細取得処理区分	tsn
367	SYHN_KBN	銘柄区分	tsn
368	PALLETTYPE	パレット種別	tsn
369	INVENTORY_INST_KBN	在庫調査区分	tsn
370	INVENTORY_REPORT	出力帳票	tsn
371	COMPLETEFLG	山出し完了区分	tsn
372	ONEITEMONLYFLG	特定品目ロケフラグ	tsn
373	ONEOWNERONLYFLG	特定荷主ロケフラグ	tsn
374	PICKTYPE	保管タイプ	tsn
375	RCVTYPE	入荷タイプ	tsn
376	SLOTTYPE	倉庫タイプ	tsn
377	CAPSELECT	CAP選択	tsn
378	KASHIKOKUZEIKUBN	かし品・国税還付品区分	tsn
379	INSTRUCTFLG	さしず有無区分	tsn
380	PALLETEOUTPUTTYPE	パレットはり紙出力方式	tsn
381	PALLETECUTTINGKBN	パレット分割区分	tsn
382	FRONTRACKCD	フロントラック判定コード	tsn
383	SUFFERFLG	り災品区分	tsn
384	UNMATCHFLG	一致/不一致区分	tsn
385	ALCIMRSNFLG	引当不能理由区分	tsn
386	MANYFEWOCCURAREA	過不足発生場所	tsn
387	MANYFEWOCCURAREADISP	過不足発生場所（画面表示用）	tsn
388	DESIGNCHG	月替・デザイン切替区分	tsn
389	DIFFERENCEUMU	差異有無	tsn
390	STOCKDISTINCTION	在庫識別	tsn
391	WORKMASTER	作業マスタ	tsn
392	PICKLISTTYPE	山出しタイプ	tsn
393	SORTZAIKBN	仕分場在庫区分	tsn
394	SORTTYPE	仕分単位	tsn
395	EXCHGMETHOD	取引方法	tsn
396	CONDITIONFLG	状態コード	tsn
397	QTYADJUSTFLG	数量調整未済区分	tsn
398	INOUTCODE	送受信区分	tsn
399	INVENTORYTYPE	棚卸方法	tsn
400	ATTENSIONFLG	注意喚起区分	tsn
401	FORMDIFFFLG	通常・異型品区分	tsn
402	TIMINGTYPE	伝送区分	tsn
403	FCFLG	内外区分	tsn
404	SUNDAY_FLG	日曜日フラグ	tsn
405	PLURALPRODUCTIONKBN	複数製造月日区分	tsn
406	CHANGEFLG	返品／取替区分	tsn
407	RTNSTATUS	返品ステータス	tsn
408	RTNINSPESTATUS	返品検品ステータス	tsn
409	INVENTORYREF	保管在庫区分	tsn
410	RESTOCKFLG	補充区分	tsn
411	VALIDTYPE	有効区分	tsn
412	RTNCHANGEDIVISION	返品変更理由	tsn
413	STORAGEAREA	格納場所	tsn
414	MAXINVFLG	在庫調査キーフラグ	tsn
415	HORYUKBN	保留区分	tsn
416	USEFLG	使用中区分	tsn
417	FCKOKUFLG	内外・国税還付品区分	tsn
418	BOWLTYPEFLG	カートン形状区分	tsn
419	INVENTORYREFDISP	保管場在庫区分	tsn
420	FLINSTRSTATUS	融通指示ステータス	tsn
421	FLEXSTATUS	融通ステータス	tsn
422	DISTRIBUTIONCD	流通識別	tsn
423	STOCKLOCATION	格納場所区分	tsn
424	RESULT_STATUS	入庫ステータス	tsn
425	BOX_CATEGORY	箱種別	tsn
426	STORAGEWAREHOUSECD	保管場所コード	tsn
427	SALESTYPE	売上種別	tsn
428	SOLISTKBN_2	保税出庫関連リスト帳票区分(パレット内個体情報コード一覧以外)	tsn
429	PICKING_LIST_TYPE	リスト発行区分	tsn
430	COVERED_CLASS	対象管理区分	tsn
431	NOT_COVERED_CLASS	非対象管理区分	tsn
432	PICKING_WORK_STATUS	出庫作業ステータス	tsn
433	REPRINTED_FLG	再印刷区分	tsn
434	CGGDID	たばこ商品区分	tsn
435	RCV_PLAN_STS	格納ステータス	tsn
436	VIRTUALLOCFLG	論理ロケーションフラグ	tsn
437	SUFFER_USAGE_FLG	り災品取扱区分	tsn
438	THEDAYSORTINGCOMPLETEFLG	当日仕分完了フラグ	tsn
439	GOODITEMKBN	適品・不適品区分	tsn
440	SLPTYP	伝票タイプ	tsn
441	SOSTATUS_FORSERCH2	出庫ステータス(検索用)（在庫引当）	tsn
442	LINE_ORDER_KBN	順番区分	ｔｓｎ
443	CONSOLIDATIONFLG	個口圧縮（ライン）	ｔｓｎ
444	DAYS_OF_WEEK	仕分曜日	tsn
445	LOCKBN	ロケーション区分	tsn
446	REPLENISHMENT_ROUNDEDUP_UNIT	補充切上単位	tsn
447	RESTOCKKBN	補充区分	tsn
448	ZAIKODIV	在庫区分	tsn
449	OPENFLG	開封フラグ	tsn
450	TODAY_PRINT_ONLY_FLG	当日作成ラベル枚数	tsn
451	START_END	開始終了	tsn
452	SYHN_KBN_JT	銘柄区分_JT輸入込みリスト	tsn
453	TRANSKBN	輸送区分	tsn
454	CARKND	車種	tsn
455	CARTYPECMB0TDISP	0T表示拠点	tsn
