DICT_ID	DICT_NM
2840	予定無し入荷(一覧)
2841	予定無し入荷(ロケ)
2842	処理区分選択
2843	完了確認(商品)
2844	予定無し入荷(数量)
2845	予定無し入荷確認
2846	期限日確認
2847	予定無し入荷(仕入先)
2848	仕入先選択
2849	予定無し入荷(確認)
2850	入荷検品(終了)
2851	入荷検品(詳細)
2852	入荷検品(ｿｰｽCD)
2853	入荷検品(一覧)
2854	入荷検品確認
2855	検品数確認
2856	完了確認(伝票No)
2857	入荷検品(伝票No)
2858	入荷検品を
2859	済数
2860	残数
2861	入荷検品完了
2862	差異がありますが
2863	予定数を超えています
2864	が登録しますか？
2865	ｼﾘｱﾙ登入(伝票No)
2866	ｼﾘｱﾙ登入(終了)
2867	ｼﾘｱﾙ登入(ｿｰｽCD)
2868	ｼﾘｱﾙ登入(範囲)
2869	ｼﾘｱﾙ登入(確認)
2870	ｼﾘｱﾙ登入(ｼﾘｱﾙ)
2871	登録数
2872	入荷検品格納を
2873	入荷検品格納を[ReceiveInspecStoreCancelHT]
2874	入庫ラベル使用
2875	汎用ラベル使用
2876	入荷検品格納完了
2877	完了しますか？
2878	検品格納(終了)
2879	検品格納(詳細)
2880	検品格納(ｿｰｽCD)
2881	検品格納(汎用)
2882	検品格納(一覧)
2883	検品格納(ロケ)
2884	検品格納(数量)
2885	検品格納確認
2886	検品格納(伝票No)
2887	入荷検品(汎用)
2888	データを登録します
2889	計算数値
2890	棚卸数量荷姿
2891	センタ(権限)
2892	荷主(権限)
2897	出荷内訳
2898	引当内訳
2910	小数有無フラグ
2921	商品単位
2922	予定数荷姿
2923	指示数荷姿
2924	指示出庫内訳
2925	指示入庫内訳
2926	棚卸内訳
2927	総数
2928	検品数荷姿
2929	指示内訳
2930	在庫管理単位
2931	在庫内訳
2932	引当可能内訳
2933	引当済内訳
2934	作業中内訳
2935	積送中内訳
2936	現時点内訳
2942	在庫数荷姿
2943	総在庫数荷姿
2944	移動先総在庫数荷姿
2945	移動総数荷姿
2946	前残内訳
2947	受入内訳
2948	払出内訳
2949	当日在庫内訳
2950	在庫管理単位CD
2951	在庫管理単位名称
2952	差異数(以上)
2953	棚卸数荷姿
2954	入数単位
2956	梱包No.
2957	(From)
2958	(To)
2967	Bill of lading No
2968	Bill of Lading発行フラグ
2969	Bill of Lading発行フラグ名称
2970	Bill of Lading発行対象フラグ
2971	Bill of Lading発行対象フラグ名称
2972	Bill of Lading発行対象
2973	Payment Term
2974	Payment Term名称
2975	PrePaid
2976	PrePaid & Bill
2977	Collect
2978	COD Bill FRT
2979	COD NOT Bill FRT
2980	3rd Party
2981	貨物追跡番号登録
2982	貨物追跡No
2983	荷主センタ住所１
2984	荷主センタ住所２
2985	荷主センタ住所３
2986	荷主電話番号
2987	オーダーNo
2988	請求先名称
2989	請求先住所１
2990	請求先住所２
2991	請求先住所３
2992	請求先電話番号
2993	出荷先名称
2994	出荷先住所１
2995	出荷先住所２
2996	出荷先住所３
2997	出荷先電話番号
2998	商品コード
2999	合計数量
3000	CES連携フラグ
3001	CES連携フラグ名称
3002	納品明細書自動発行フラグ
3003	納品明細書自動発行フラグ名称
3008	PackingSlip
3138	Packing Slip
3209	単行出荷検品
3219	単行出荷検品(No)
3220	単行出荷検品(商品)
3221	作業指示数選択
3222	単行出荷検品(箱登録)
3223	単行出荷検品(ｿｰｽCD)
3224	作業指示数
3225	伝票残数
3333	勤怠入力
3334	勤怠入力(確認)
3335	します。
3337	出勤
3338	退勤
3339	休憩開始
3340	休憩終了
3349	作業者CD
3350	日付…
3351	時刻…
3352	勤怠入力(結果)
3353	しました。
3354	入庫管理ﾒﾆｭｰ
3355	出庫管理ﾒﾆｭｰ
3356	在庫管理ﾒﾆｭｰ
3357	在庫調査管理ﾒﾆｭｰ
3358	ｼｽﾃﾑﾒﾆｭｰ
3369	ｼﾝﾎﾞﾙ検品
3370	ﾊﾟﾚﾀｲｽﾞ検品(入庫)
3371	ﾊﾟﾚｯﾄはり紙情報作成
3372	ﾊﾟﾚｯﾄはり紙情報出力
3373	ｹｰｽ検品
3374	ﾊﾟﾚｯﾄはり紙検品
3375	段ﾎﾞｰﾙ状態登録
3376	棚出検品
3377	仕分場受入検品
3378	仕分場ｶｰﾄﾝ詰合せ
3379	仕分検品
3380	出庫場受入検品
3381	ｵｰﾀﾞｰﾋﾟｯｷﾝｸﾞ
3382	ｹｰｽ単位出庫
3383	国内免税ﾋﾟｯｷﾝｸﾞ
3384	国内免税　仕分戻し登録
3385	ﾊﾟﾚﾀｲｽﾞ検品(在庫)
3386	状態ｽﾃｰﾀｽｺｰﾄﾞ管理(在庫)
3387	在庫移動入庫
3388	山出し補充
3389	在庫移動入庫(ﾗｲﾝ戻し)
3390	在庫移動出庫
3391	在庫移動出庫(山出し)
3392	製品移動(その他)
3393	積替場受入検品(ﾊﾟﾚｯﾄ)
3394	積替場受入検品(段ﾎﾞｰﾙ)
3395	在庫調査入力(仕分場)
3396	在庫調査入力
3607	-
4056	うしろ補充
4057	まえ補充
4735	パレットはり紙
4918	銘柄CD
4920	商社搬入番号
4922	製造年月日
4960	銘柄名称
4961	製造記号
5116	ﾊﾟﾚｯﾄ
5117	ｹｰｽ
5118	ｶｰﾄﾝ
5152	ﾒｲﾝﾒﾆｭｰ
5153	ﾒﾆｭｰ
5154	ｼｽﾃﾑ
5155	在庫調査管理
5160	ﾃﾞｻﾞｲﾝ区分
5367	適用開始日
5368	適用開始日(From)
5369	適用開始日(To)
5370	適用終了日
5371	適用終了日(From)
5372	適用終了日(To)
5373	有効区分
5374	デ変(優先1)
5375	デ変(優先2)
5376	デ変(優先3)
5377	デ変(優先4)
5378	デ変(優先5)
5379	引当制御マスタメンテナンス(一覧)
5380	引当制御マスタメンテナンス(編集)
5381	引当制御マスタメンテナンスグリッド
5421	◆移動方法選択
5422	はい替入庫
5423	ラック裏補充
5424	◆ﾊﾟﾚｯﾄはり紙入力
5425	ﾊﾟﾚｯﾄはり紙
5426	◆移動先ﾛｹｰｼｮﾝ入力
5427	移動先ﾛｹｰｼｮﾝ
5428	◆先頭ｹｰｽ2次元ﾊﾞｰｺｰﾄﾞ入力
5429	2次元ﾊﾞｰｺｰﾄﾞ
5430	補充先ﾛｹｰｼｮﾝ
5431	◆先頭ｹｰｽ残数量入力
5432	◆2次元ﾊﾞｰｺｰﾄﾞ入力
5433	◆月替/ﾃﾞｻﾞｲﾝ変更警告
5434	補充先のﾛｹに月替/ﾃﾞｻﾞｲﾝ
5435	変更の製品が存在します。
5436	補充しますか？
5437	◆製造年月日警告
5438	補充先のﾛｹ後方に製造年月日
5439	の古い製品が存在します。
5440	補充先のﾛｹに製造年月日
5441	の新しい製品が存在します。
5442	◆移動内容確認
5443	◆在庫移動入庫完了
5444	在庫移動入庫を完了しました。
5445	補充数
5455	(月)
5456	(火)
5457	(水)
5458	(木)
5459	(金)
5460	(土)
5461	(日)
5462	固定ロケ
5463	不定ロケ（使用中）
5464	不定ロケ（未使用）
5465	切り上げ無し
5466	ダンボール
5467	パレット
5468	カートン数指定
5469	当日補充点
5470	当日補充量
5471	事前補充点
5472	事前補充量
5473	作成日
5474	仕分拠点
5475	現棚在庫ダンボール数
5476	現棚在庫カートン数
5477	切上単位
5478	切上カートン
5504	◆仕分場調査入力
5505	ﾗｲﾝ
5506	ﾌﾞﾛｯｸ
5507	◆指示ﾘｽﾄ入力
5508	指示ﾘｽﾄ
5509	棚卸区分
5510	◆調査ﾛｹｰｼｮﾝ入力
5511	調査ﾛｹｰｼｮﾝ
5512	方面ﾋﾟｽﾄﾝ
5513	空ﾛｹ
5514	◆先頭ｹｰｽ数量入力
5515	先頭ｹｰｽ
5516	◆在庫調査数入力
5517	製品不良
5518	◆ｼｽﾃﾑ数量差異確認
5519	ｼｽﾃﾑ数量と入力数量が
5520	異なります。
5521	◆補充数量差異確認
5522	在庫数量を再度確認して
5523	ください。
5524	該当銘柄の使用順に1ｹｰｽ
5525	以上の差異が発生しています。
5526	前回調査製造年月日より
5527	古い製品となっています。
5528	◆在庫調査結果確認
5529	◆在庫調査完了
5530	在庫調査を完了しました。
5531	◆製品不良数入力
5532	◆製造年月日照合
5533	前回調査製造年月日
