MESSAGE_ID	MESSAGE_NM
634	プリンタグループを設定していません。
635	プリンタを設定していません。
636	帳票レイアウトを設定していません。
637	トレイを設定していません。
638	処理区分が選択されていません。
639	完了時、数量をクリアして下さい。
640	数量は1以上で入力して下さい。
641	予定無し入荷が行われていません。
642	検品が行われていません。
643	検品数が予定数を超えています。
644	該当のソースCD/銘柄CDが入庫実績データに存在しません。
645	該当のソースCD/銘柄CDの入庫数が0です。
646	該当のソースCD/銘柄CDで取得した入庫実績データから仮ロケに入荷した在庫データが存在しません。
647	該当のソースCD/銘柄CDの仮ロケに入荷した在庫データの在庫数が0です。
648	該当のソースCD/銘柄CDが全て格納済です。
649	該当の仮ロケに入荷した在庫データが存在しません。
650	該当のラベルNOに入荷した在庫データ（仮ロケ）が存在しません。
651	該当のラベルNOに入荷した在庫データの在庫数が0です。
652	該当の期限日が入庫実績データに存在しません。
653	該当の期限日の入庫数が0です。
654	該当の期限日で取得した入庫実績データから仮ロケに入荷した在庫データが存在しません。
655	該当の期限日の仮ロケに入荷した在庫データの在庫数が0です。
656	該当の期限日が全て格納済です。
657	ロケは通常ロケーションを入力してください。
658	該当のロット、期限日が入庫実績データに存在しません。
659	該当のロット、期限日の入庫数が0です。
660	該当のロット、期限日で取得した入庫実績データから仮ロケに入荷した在庫データが存在しません。
661	該当のロット、期限日の仮ロケに入荷した在庫データの在庫数が0です。
662	該当のロット、期限日が全て格納済です。
663	該当のロットが入庫実績データに存在しません。
664	該当のロットの入庫数が0です。
665	該当のロットで取得した入庫実績データから仮ロケに入荷した在庫データが存在しません。
666	該当のロットの仮ロケに入荷した在庫データの在庫数が0です。
667	該当のロットが全て格納済です。
668	入荷数を超えて格納はできません。
669	該当の伝票No.が入庫実績データに存在しません。
670	該当の伝票No.の入庫数が0です。
671	該当の伝票No.で取得した入庫実績データから仮ロケに入荷した在庫データが存在しません。
672	該当の伝票No.の仮ロケに入荷した在庫データの在庫数が0です。
673	該当の伝票No.が全て格納済です。
674	セッションが切断されました。再度ログインしてください。
675	セッションが切断されました。
676	再度ログインしてください。
677	対象のケースピッキングNo.は強制確定済です。
678	データはすべて検品済です。
679	対象の出庫作業No.は強制確定済です。
680	対象の出荷梱包No.はすべて検品済です。
681	対象の出荷梱包No.が削除されました。
682	対象の出荷梱包No.は強制確定済です。
683	対象の梱包Noは積込検品済です。
684	未検品データが存在します。
685	対象の出庫作業No.はすべて検品済です。
686	対象の出庫作業No.は検品済です。
687	該当データが既にピック済です。
688	対象のケースピッキングNo.はすべてピッキング済です。
689	対象のケースピッキングNo.は削除されています。
690	対象の出庫作業No.はすべてピッキング済です。
691	対象の伝票が削除されました。
692	該当の銘柄は検品済です。
693	該当の銘柄は検品数を超えています。
694	該当のラベルNO移動が全て完了しました
695	該当銘柄はすべて移動完了しました。
696	在庫区分マスタに在庫区分が存在しません。
697	在庫区分が選択されていません。
698	該当の入庫ラベルNo.は数量を超えています。
699	該当の入庫ラベルNo.の数量が不足です。
700	入庫ラベルNo.が異なります。
701	入庫ラベルNo.をスキャンして下さい。
702	荷札/納品明細書出力エラー。PCで出力し直して下さい。検品は終了しています。
703	取引先マスタに仕入先が存在しません。
872	入力された入庫ラベルNo.は異なる銘柄、在庫区分、預託、ロット、期限日、仕入先で登録されているため使用できません。
873	入力された入庫ラベルNo.は異なる銘柄、在庫区分、預託、ロット、期限日、仕入先、入庫日で登録されているため使用できません。
949	出庫作業No／梱包Noが存在しません。
1016	入力したソースCDが伝票内に存在しません。
1017	入力したソースCDが伝票内に存在しません。
1018	入力したソースCDが出庫作業No/梱包No内に存在しません。
1019	入力したソースCDが出庫作業No/梱包No内に存在しません。
1176	シリアルNo.([0])は異なる出庫作業No/梱包No([1])で登録済です。
1575	カートンの入庫予定があります。パレットはり紙出力を実施してください。
1576	入力数量が予定数量を超過しています。
1577	実績数量が棚出済の数量を超過しています
1578	数量が入力されていません。
1582	引当が未完了のため、帳票を印刷できません。
1588	「受入予定日」が「発送予定日」より前の日付に設定されています。
1593	この２次元バーコードのケース情報が存在しません。
1594	別の操作により選択中のケースは既に製品移動されています。
1595	この２次元バーコードの銘柄CDは存在しません。
1596	銘柄コードが異なる為、この２次元バーコードを読込めません。
1597	パレットはり紙のカートン数量とカートン数量が一致しません。
1598	流通識別が異なる為、この２次元バーコードを読込めません。
1599	この２次元バーコードは仕分場に補充されているため、ケース検品できません。
1600	この２次元バーコードは保管場に格納されているため、ケース検品できません。
1601	この２次元バーコードのデザイン区分は存在しません。
1602	この２次元バーコードは使用できません。
1603	この２次元バーコードの工場CDは存在しません。
1604	輸送番号が異なります。
1605	この２次元バーコードのはり紙検品は完了しています。
1606	この２次元バーコードの製造年月日は未来日です。
1607	ラック裏または融通用ロケの在庫ではありません。
1608	1ケース未満の製品をスキャンした場合、カートン数を入力してください。
1609	入力したケースは払出済または取出済ではありません。
1610	このケースはケース検品を行うことができないため、パレットはり紙作成できません。
1611	この２次元バーコードは引取場受入登録されているため、パレットはり紙作成できません。
1612	この２次元バーコードは引取場受入登録されているため、はり紙検品できません。
1613	この２次元バーコードは入庫情報登録済です。
1614	この２次元バーコードは仕分場に補充されているため、パレットはり紙作成できません。
1615	この２次元バーコードは仕分場に補充されているため、はり紙検品できません。
1616	この２次元バーコードは出庫されているため、はり紙検品できません。
1617	この２次元バーコードは仕分場に補充されたため、はり紙検品できません。
1618	この２次元バーコードは保管場に格納されているため、パレットはり紙作成できません。
1619	この２次元バーコードは保管場に格納されているため、はり紙検品できません。
1620	このバーコードは存在しません。
1621	保管場以外に格納されている製品の為、この２次元バーコードは読込めません。
1633	棚出検品(単品)で棚出されたシンボルはスキャンできません。
1634	異なる棚出リストキーで棚出されたシンボルです。
1635	棚出されたシンボルではありません。
1644	銘柄CDは存在しません。
1649	入力されたカートン数量がパレット残在庫数量を上回っています。
1650	入力されたケース数量がパレット残在庫数量を上回っています。
1652	このシンボルは検査中ではないため取消できません。
1653	ロット属性が変更されているため、正常品登録を解除できません。
1654	検査済正常品登録が未完了のシンボルが含まれています。
1655	検査場に存在しないシンボルが含まれています。
1656	段ボール情報が存在しないシンボルが含まれています。
1657	このシンボルは検査済正常品登録が未完了です。
1658	検査中ではないシンボルが含まれています。
1661	スキャンした棚出リストキーは未作業のため検品できません
1663	在庫が存在しない段ボールが含まれています。
1664	仕分場カートン詰合せを実施してください
1665	実績数量が指示数量（カートン）に達しています。
1666	この段ボールにはカートンは存在しません。
1667	カートン単位の受注番号がありません。
1668	カートン数量がケースの残数を超えています
1669	カートン数量が受注情報カートン数を超えています。
1670	1ケース当りのカートン数を超えています。
1671	カートン補充用のケースはり紙をスキャンして下さい。
1672	同一シンボルで保管場にカートンが残っています
1673	このケースのカートン在庫は存在しません。
1674	入力したケースは既に山出しされています。
1676	パレットはり紙と銘柄が異なります。
1677	パレットはり紙とデザイン区分が異なります。
1678	パレットはり紙と製造年月日が異なります。
1679	パレットはり紙と数量が異なります。
1680	パレットはり紙と商社搬入番号が異なります。
1681	パレットはり紙と輸送番号が異なります。
1682	入力されたパレットはり紙は、はり紙検品済みであるため、ケース検品できません。
1683	仕分場からカートン単位で取り出された製品は、ケース検品できません。外箱を破棄してください。
1684	ケース数、カートン数を入力してください。
1685	このケースは既にスキャンされています。
1686	入力した２次元バーコードのケース情報が存在しません。
1687	このケースはケース検品を行うことができないため、はり紙検品を行って下さい。
1688	実績数量が指示数量（ケース）に達しています。
1689	入力された製品はこのパレットに積まれていません。
1690	入力された製品はこのロケに補充されていません。
1691	入力されたケース数量が山出し指示数量を上回っています。
1692	パレットはり紙と２次元バーコードのパレット管理番号が異なります。
1693	入力された製品は既に銘柄組替／デザイン変更ロケに格納されています。
1694	取出ケースのカートン数量が変更されました　再度取出すケースの入力を行ってください。
1695	この製品は仕分済のため、取出できません。
1696	未使用のケースはり紙をスキャンして下さい。
1697	ケースの２次元バーコードをスキャンして下さい。
1698	山出し作業が完了していません。
1717	継続取出可能な取出回数を超えています。
1721	データを取得できませんでした。
1724	データ更新処理で異常が発生しました。
1729	デザイン区分は存在しません。
1740	この２次元バーコードの流通識別は存在しません。
1741	この特約店CDは存在しません。
1796	選択された操作は既に指示を満たしているため不要です。
1797	融通山出しリストが変更されました　融通山出しリストを再度印刷してください
1798	この融通先への融通指示は存在しません
1799	この山出しリストはすべて山出し済みです
1806	同じロット情報とロケコードを持つシンボルをスキャンしてください。
1807	この段ボール格納されていません。
1808	他の作業で段ボール情報の残数量が更新されています。
1809	この段ボールには在庫がありません。
1810	ケース/カートンのいずれかに数値を入力してください。
1811	ケース、カートン、個装のいずれかに数値を入力してください。
1812	先に端数のケースを読込んでください。
1813	選択中デザイン区分と異なります。
1814	先頭ケースが移動されました　再度先頭ケースの入力を行ってください。
1815	先頭ケースのカートン数量が変更されました　再度先頭ケースの入力を行ってください。
1816	この製品は入庫前製品のため、仕分ラックに補充できません。
1817	この製品は仕分ラックに補充されていません。
1818	この製品は仕分場にないため、仕分ラックに補充できません。
1819	この製品は引取場受入登録されているため、仕分ラックに補充できません。
1820	この製品は仕分ラックに補充済です。
1821	この製品はこのロケに補充できません。
1823	この２次元バーコードのケース内には製品が存在しません。
1824	残数量が先頭ケースのカートン数を超えています。
1825	入力桁数が不正です。
1826	移動数量が在庫を超えています。
1827	ロケにこのケースは存在しません。
1828	在庫調査数にはケーススキャン数以上の数を入力して下さい。
1829	このロケに在庫がありません。
1830	選択中ロケと異なります。
1831	選択中ロットと異なります。
1832	メーカーケースコードのバーコードをスキャンしてください。
1833	このパレットには移動可能な段ボールが存在しません。
1834	パレット、ケース、カートン、個装のいずれかに数値を入力してください。
1835	選択中パレットはり紙と異なります。
1836	パレットはり紙のロットに変更があります。
1837	このパレットはり紙に紐付いている段ボール情報はありません。
1838	このパレットはり紙には在庫がありません
1839	パレットはり紙の在庫数量に変更があります。
1840	このパレットはり紙には在庫がありません。
1841	入力製品情報を入力してください。
1842	選択中銘柄と異なります。
1843	この製品情報、ロケに在庫がありません。
1844	この製品情報は存在しません。
1845	この製品情報の在庫がありません。
1846	入力された銘柄は指示リスト内に存在しません。
1847	製造年月が一致していません。
1848	銘柄が一致していません。
1849	補充ケースのカートン数量が変更されました 再度補充するケースの入力を行ってください。
1850	ロケが存在しません。
1851	ロケが存在しないか、仕分場以外のロケを読んでいる可能性があります。
1852	ケース、カートン、個装の合計が1ケース当りカートン数を超過しています。
1853	パレットはり紙と段ボールのパレット管理番号が違います。
1854	検査済正常品用のシンボルは貼付できません。
1855	日付の入力が不正です(形式:YYMMDD)。
1856	拠点関連マスタが停止しています。
1866	入力したカートン数量が指示数量を超えています。
1867	取出数量が先頭ケースのカートン数を超えています。
1868	カートン数量がケース入り数を超えています
1869	入力されたデザイン区分は本社指示情報と違います。
1872	入力された製造年月日は本社指示情報と違います。
1873	カートン数量がケースの残数を超えています。
1874	入力された残数量とパレットの残在庫数量が不一致です。
1875	入力した２次元バーコードと仕分ラベルの銘柄が不一致です。
1876	入力された製品情報は本社指示情報と違います。
1877	入力した数量は1ケース当カートン数を超えています。
1878	入力した数量は検査予定数量を超えています。
1879	実績数量が指示数量に達しています。
1880	入力された数量は段ボールに存在しているカートン数を超えています。
1882	入力された残数量とパレットの残在庫数量が違います。
1883	入力された残数量とパレットの残在庫数量が違います
1884	JAN/ITF/UPCが不正です。
1885	「製品情報」または「入庫予定日」を入力してください。
1889	入力された棚出数量は指示数量を上回っています
1890	棚出数量はパレット残在庫数量を上回っています
1892	検品ケース数がパレットはり紙のケース数を超過しています。
1893	実績数量が予定数量を超過しています
1894	このパレットはり紙のはり紙検品は完了しています。
1895	予定数量と検品数量が一致していません。
1896	入力ケースのカートン数量が、ケースあたりカートン数を満たしていません。
1897	実績数量がパレット明細(端数)数量を満たしていません
1898	入力されたカートン単位製品の数量が移動数量を超えています。
1906	入力されたライン、ブロックの在庫調査指示キーではありません。
1907	在庫調査指示キーが存在しません。
1908	本日作成した在庫調査指示キーを入力してください。
1914	指示ロケが複数存在します。
1921	ライン、ブロックのどちらにも入力されています。
1923	入力されたライン、ブロックの在庫調査指示キーが作成されていません。
1924	ライン、ブロックが共に未入力です。
1925	方面ピストン(手入力)が不正です。
1933	このロケは棚出リストに存在しません
1935	ロケーションCDが異なるパレットは、同時に移動できません 。
1936	入力されたロケは指示リスト内に存在しません。
1938	入力されたロケに銘柄が設定されていません。
1939	棚出対象のロットは指定されたロケに存在しません
1940	ロケが「保管場」でないため、カートン詰合せできません。
1941	この引当ロケの山出しは終了しています。
1942	このロケは山出しリストに存在しません。
1945	ロットが異なるためカートン詰合せできません。
1946	製造年月日・デザイン区分が異なるパレットは、同時に移動できません 。
1947	同じ製造年月日、デザイン区分のロットが複数存在します。本社に連絡して下さい。
1948	このロットは検品対象のロットと一致しません。
1951	製造年月日が正しく入力されていません。
1953	製造年月日は未来日です。
1956	[0]は[1]桁以上[2]桁以下で入力してください。
1963	移動元ロケと移動先ロケが同じです。
1970	棚出可能なカートンがありません
1971	正段ボールではありません。
1972	輸送番号内の他のパレットはり紙がすべて出力されていないため、はり紙検品できません。
1980	パレット明細のバーコードをスキャンしてください
1981	パレットはり紙のバーコードをスキャンしてください
1988	未開封の正段ボールをスキャンしてください。
1989	この受注番号は未引当のため作業できません。
1990	該当する受注情報が存在しません。
1991	この受注番号は仕分確定されているため、作業できません。
1993	この受注番号は既に仕分検品済です。
1995	この棚出検品は完了しています
1996	この棚出は他の作業者が検品中です
1997	スキャンした棚出リストキーは存在しません
1998	このロットは棚出対象ではありません
1999	棚出検品が未実施です。
2010	ケース単位出庫の予定数量を超えています。
2012	スキャンした出庫予定の出庫場受入検品は完了しています。
2013	確認済の情報があるため、前画面に遷移できません。
2014	スキャンしたパレット明細は棚出検品（単品）または仕分検品が完了していません。
2015	このパレット明細は無効です。
2016	このパレットはり紙は引当禁止のため、移動できません。
2017	このパレットはり紙は格納済みです。
2018	パレットはり紙とパレット明細のロケコードが異なります
2019	このパレットはり紙ははり紙検品前です。
2020	このパレットにはこれ以上段ボールを積載できません。
2021	このパレット明細は検品済です
2022	パレット明細(単品)が未入力です
2023	パレット／ケース／カートンのいずれかに数値を入力してください。
2024	このパレット明細は無効です
2025	スキャンしたパレットはり紙のロケが選択中ロケと異なります
2026	このパレットはり紙は銘柄組替又はデザイン区分変更が行われたため移動できません　再度移動元ロケをスキャンしてください
2027	このパレットはり紙は格納済ではありません
2028	このパレットの検品は完了しています。
2029	無効なパレットはり紙です。
2030	このパレットはり紙はケース検品を行うことができないため、はり紙検品を行って下さい。
2031	ロット情報入力でスキャンしたシンボルとロケが違います。
2032	パレットあたり積付数を超過しています。
2033	別の操作によりパレットはり紙のロケが更新されています。
2034	仕分場、出庫場のロケには格納できません。
2035	このパレットは保管場のロケに存在しません。
2036	このパレットはり紙のロケーションは引当ロケーションと一致しません。
2037	このパレットはり紙はロット属性変更が行われたため移動できません　再度移動元ロケをスキャンしてください。
2038	このロットは引当ロットと一致しません。
2039	ロット情報の異なるパレットは複数格納できません。
2040	パレットはり紙と段ボールのロットが違います。
2041	入力したパレット管理番号は存在しません。
2042	複数格納可能なパレット数を越えています。
2043	このパレットはり紙には移動中の在庫がありません。
2044	シンボル貼付されていない段ボールが含まれています。
2045	パレットはり紙が入力されていません。
2046	はり紙出力方法が既に選択されています。
2048	パレットはり紙は入力できません。
2049	パレットはり紙ステータスが「格納済」でないため検品できません。
2050	このロケには格納できません。
2055	ピッキング指示キーが取得できませんでした
2056	棚出リストキーに該当するロットではありません
2061	本日より過去の製造年月日を入力してください。
2065	該当するプリンタがありません
2073	銘柄CDが異なる為、この２次元バーコードを読込めません。
2076	入力された製品はこのロケの製品ではありません。
2077	この銘柄は国内免税品ではありません。
2079	入力製品情報 または 入力ロケーションCDを入力してください。
2088	０を入力することはできません。
2091	この銘柄の入庫情報登録は完了しています。
2092	同じ輸送番号が複数存在します。本社に連絡してください。
2093	入庫情報を登録可能な輸送番号が存在しません。
2094	この輸送番号の入庫情報登録が完了しています。
2109	この製品の残数量が１ケース未満です カートン単位で取出してください。
2123	補充数に、０を入力することはできません。
2126	この代表ＱＲコードのケース情報が重複しています。
2127	この代表ＱＲコードは使用できません。
2128	この代表ＱＲコードは入庫予定数量を超過しています。
2129	この代表ＱＲコードに、輸送番号に含まれない銘柄が存在しています。
2153	既にスキャンされているバーコードである。
2154	選択したロケとスキャンしたロケが違います。
2155	選択したロット情報と違うパレットはり紙です。
2156	スキャン済のシンボルとロケコードが異なっています。
2157	スキャンされたシンボル情報は存在しません。
2163	入力された棚出数量は指示数量を上回っています。
2165	この仕分ラベルのお得意様コードに対するケース単位出庫は完了しています。
2166	別の操作によりこのケース単位出庫の実績が既に存在します　再度仕分ラベルからスキャンしてください。
2167	この銘柄CDのケース単位出庫の実績が既に存在するため、一括出庫できません。
2168	この銘柄CDのスキャンが完了していないため、異なる銘柄コードのケースは入力できません。
2169	ケース単位出庫の予定数量を満たしていません。
2170	この仕分ラベルのお得意様コードに対するケース単位出庫の予定はありません。
2171	この銘柄CDドのケース単位出庫の予定が１０００ケース以上存在するため、一括出庫できません。
2172	発送元CDは存在しません。
2177	該当する出庫指図情報が複数存在します。
2178	該当の出庫指示キーが出庫予定に存在しません。
2179	この出庫予定の積込検品は既に完了しています。
2180	積込リストのバーコードをスキャンしてください。
2181	検品中の積込リストと出庫指示キーが一致しません。
2183	この仕分ラベルは既に出庫操作済みです。
2184	出庫場のロケコードが取得できませんでした。
2200	棚出検品(単品)で棚出されたシンボルはスキャンできません
2204	このシンボルは既に仕分検品済です。
2205	このシンボルは既に仕分検品済です
2206	このロットは仕分場受入検品が完了していません
2209	別の操作により選択中の仕分ラベル／ケースは既にケース単位出庫されています。
2210	仕分ラベルの銘柄CDが銘柄マスタに存在しません。
2215	このケースは仕分場に補充されているため出庫できません。
2216	スキャンした棚出リストキーの仕分場受入検品は完了しています
2217	仕分場のロケCDが取得できませんでした。
2234	出庫場受入検品を完了させてください。
2236	保管場の在庫が不足しているため、カートン詰合せできません。
2237	パレットはり紙と紐付いている段ボールが含まれています。
2238	積替場に存在しない段ボールが含まれています。
2239	段ボール情報を取得できませんでした。
2243	在庫区分が正しく入力されていません。
2250	パレットの連続入力が１６パレットを超えています。
2256	この段ボールはパレットはり紙とすでに紐付いています。
2257	既に積替先パレットと紐付いているシンボルが存在します。
2258	このシンボルは既に読み込み済です。
2259	すでに検査が完了しています。
2260	パレットはり紙とシンボルのロットが違います。
2261	この段ボール情報はパレットはり紙と紐付いていません
2262	検査ステータスが未検査ではないため取消できません。
2263	入庫ステータスが入庫完了のため取消できません。
2264	この段ボールはパレタイズできないロケにあります。
2265	すでにパレットはり紙と紐付いている段ボールです。
2266	入力したシンボル情報は存在しません。
2267	既に検査中の段ボールです。
2268	この段ボールは積替場に存在しないため検品できません。
2269	このシンボルは検査場に存在しません。
2270	スキャン済のシンボルがありません。
2271	棚出されたシンボルではありません
2272	段ボール状態登録済のシンボルではありません。
2273	この段ボールは段ボール状態登録できないロケに存在します。
2274	品質検査済の登録が行われていません。
2275	検品対象ではないシンボルが含まれています。
2276	受注情報に該当しないシンボルです。
2277	移動数量が入力されていません。
2278	移動数量がパレットの在庫を超えています。
2279	このパレットはり紙に紐づく銘柄の山出しは終了しています。
2280	複数登録可能な段ボール数を超えています。
2281	既に検査対象に登録されている段ボールです。
2282	他の作業で段ボール情報の残数量が更新されています
2283	この段ボールは残数量が0のため、検品できません
2284	段ボールに貼付されていないシンボルです。
2286	取消する数量が検査済正常品数量を超えています。
2287	このシンボルに対する検査は完了しています。
2288	検査済正常品登録が完了しているシンボルが存在します。
2289	このシンボルは検査済正常品登録が完了しています。
2291	検査済正常品の段ボール情報が存在しません。
2293	検査場のロケコードが取得できませんでした。
2295	登録する数量が検査予定数量を超えています。
2296	検査済正常品用のシンボルのため取消できません。
2297	検品対象の検査品が複数検査場に存在します。
2301	０ケース０カートンの棚出はできません
2304	選択中の山出しリストに紐付いたケースはり紙をスキャンして下さい。
2305	山出しリスト№は存在しません。
2306	入力された山出し数量が山出し指示数量を上回っています。
2307	山出し数量が入力されていません。
2309	輸送番号に銘柄が存在しません。
2310	積替場のロケコードが取得できない。
2311	２次元バーコードをスキャンしてください。
2325	この積込リストは無効です。
2329	ケース数、カートン数に入庫数量を入力してください。
2330	国産製品の場合、１年以上前の製造年月日は入力できません。
2331	製造年月日が有効な日付ではありません。
2332	輸入製品の場合、２年以上前の製造年月日は入力できません。
2333	ケース数量+カートン数量が、パレット積み付け数を超えています。
2334	ケース数量が、パレット積み付け数を超えています。
2335	カートン数量が、ケース入り数を超えています。
2336	発送予定日は未来日です。
2337	受入予定日は未来日です。
2379	この銘柄CDのケース単位出庫の予定がありません。
2384	入庫予定日が正しく入力されていません。
2385	入力した段ボール情報は存在しません。
2399	受注番号は6桁の数字を入力してください
2400	この出荷指図は引当が完了しています。
2405	既に梱包されています。
2406	既に出庫確定されています。
2407	ピッキングの作業が完了していません。
2408	仕分の作業が完了していません。
2409	対象となる配送グループが指定されていません。
2410	配送グループが指定されていません。
2411	配送グループが異なるものが指定されています。
2412	対象となる送り状が指定されていません。
2413	送り状が指定されていません。
2414	送り状が異なるものが指定されています。
2432	仕分が完了していないため、検品できません。
2433	積替場のロケーションCDが取得できない。
2509	パレットはり紙のバーコードをスキャンしてください。
2510	パレットはり紙情報が存在しません。
2511	このパレットはり紙は格納済ではありません。
2512	このパレットはり紙は既にスキャンされています。
2513	この2次元バーコードの銘柄コードは存在しません。
2514	継続補充可能な補充回数を超えています。
2516	この２次元バーコードの流通識別に対応するデザイン区分が設定されていません。
